Name,year,month,HNsum,HSmean,HSmax,SCD1,SCD1gt,SCD10,SCD20,SCD30,SCD50,SCD100,HSmean_gapfill,frac_gapfilled,HSmax_gapfill,SCD1_gapfill,SCD1gt_gapfill,SCD10_gapfill,SCD20_gapfill,SCD30_gapfill,SCD50_gapfill,SCD100_gapfill
Alliz_Maso_Strimo_Osservatore,1991,1,,,,,,,,,,,41.6129032258065,1,54,31,31,31,31,31,6,0
Alliz_Maso_Strimo_Osservatore,1991,2,,,,,,,,,,,37.3928571428572,1,48,28,28,28,28,28,0,0
Alliz_Maso_Strimo_Osservatore,1991,3,,,,,,,,,,,15.6774193548387,1,29,28,28,21,13,0,0,0
Alliz_Maso_Strimo_Osservatore,1991,4,,,,,,,,,,,1.36666666666667,1,6,12,8,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1991,5,,,,,,,,,,,1.03225806451613,1,8,9,6,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1991,6,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1991,7,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1991,8,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1991,9,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1991,10,,,,,,,,,,,0.258064516129032,1,3,4,3,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1991,11,,,,,,,,,,,9.66666666666667,1,22,26,18,16,5,0,0,0
Alliz_Maso_Strimo_Osservatore,1991,12,,,,,,,,,,,32.258064516129,1,64,31,31,31,31,14,1,0
Alliz_Maso_Strimo_Osservatore,1992,1,,,,,,,,,,,33.1290322580645,1,38,31,31,31,31,27,0,0
Alliz_Maso_Strimo_Osservatore,1992,2,,,,,,,,,,,43.8275862068966,1,49,29,29,29,29,29,0,0
Alliz_Maso_Strimo_Osservatore,1992,3,,,,,,,,,,,25,1,37,31,31,30,25,9,0,0
Alliz_Maso_Strimo_Osservatore,1992,4,,,,,,,,,,,17.1333333333333,1,67,25,21,15,9,6,4,0
Alliz_Maso_Strimo_Osservatore,1992,5,,,,,,,,,,,0.0645161290322581,1,2,1,1,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1992,6,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1992,7,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1992,8,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1992,9,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1992,10,,,,,,,,,,,0.870967741935484,1,10,9,6,1,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1992,11,,,,,,,,,,,4.43333333333333,1,14,21,17,6,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1992,12,,,,,,,,,,,28.3870967741936,1,46,31,31,27,27,15,0,0
Alliz_Maso_Strimo_Osservatore,1993,1,,,,,,,,,,,20.741935483871,1,25,31,31,31,19,0,0,0
Alliz_Maso_Strimo_Osservatore,1993,2,,,,,,,,,,,22.0714285714286,1,30,28,28,28,21,1,0,0
Alliz_Maso_Strimo_Osservatore,1993,3,,,,,,,,,,,13.2903225806452,1,28,30,30,19,7,0,0,0
Alliz_Maso_Strimo_Osservatore,1993,4,,,,,,,,,,,2.23333333333333,1,9,13,12,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1993,5,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1993,6,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1993,7,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1993,8,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1993,9,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1993,10,,,,,,,,,,,3.25806451612903,1,35,7,5,3,3,2,0,0
Alliz_Maso_Strimo_Osservatore,1993,11,,,,,,,,,,,1,1,2,21,9,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1993,12,,,,,,,,,,,10.5806451612903,1,25,29,24,17,6,0,0,0
Alliz_Maso_Strimo_Osservatore,1994,1,,,,,,,,,,,38.2258064516129,1,48,31,31,31,31,30,0,0
Alliz_Maso_Strimo_Osservatore,1994,2,,,,,,,,,,,39.1071428571429,1,47,28,28,28,28,28,0,0
Alliz_Maso_Strimo_Osservatore,1994,3,,,,,,,,,,,24.8709677419355,1,58,31,31,22,16,13,5,0
Alliz_Maso_Strimo_Osservatore,1994,4,,,,,,,,,,,2.22222222222222,0.9,12,14,10,1,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1994,5,,,,,,,,,,,0,0.967741935483871,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1994,6,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1994,7,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1994,8,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1994,9,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1994,10,,,,,,,,,,,0.0967741935483871,1,1,3,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1994,11,,,,,,,,,,,0.833333333333333,1,5,13,6,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1994,12,,,,,,,,,,,3.16129032258065,1,10,16,13,1,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1995,1,,,,,,,,,,,22.3870967741936,1,36,31,31,23,21,9,0,0
Alliz_Maso_Strimo_Osservatore,1995,2,,,,,,,,,,,28.2857142857143,1,37,28,28,28,28,13,0,0
Alliz_Maso_Strimo_Osservatore,1995,3,,,,,,,,,,,33.6129032258065,1,44,31,31,31,31,22,0,0
Alliz_Maso_Strimo_Osservatore,1995,4,,,,,,,,,,,,,,,,,,,,
Alliz_Maso_Strimo_Osservatore,1995,5,,,,,,,,,,,0.0357142857142857,0.903225806451613,1,1,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1995,6,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1995,7,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1995,8,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1995,9,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1995,10,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1995,11,,,,,,,,,,,2.56666666666667,1,8,24,18,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1995,12,,,,,,,,,,,9.12903225806452,1,17,31,31,18,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1996,1,,,,,,,,,,,22.1935483870968,1,30,31,31,31,24,1,0,0
Alliz_Maso_Strimo_Osservatore,1996,2,,,,,,,,,,,26.8965517241379,1,38,29,29,29,29,7,0,0
Alliz_Maso_Strimo_Osservatore,1996,3,,,,,,,,,,,18.1612903225806,1,26,31,31,26,16,0,0,0
Alliz_Maso_Strimo_Osservatore,1996,4,,,,,,,,,,,,,,,,,,,,
Alliz_Maso_Strimo_Osservatore,1996,5,,,,,,,,,,,,,,,,,,,,
Alliz_Maso_Strimo_Osservatore,1996,6,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1996,7,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1996,8,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1996,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1996,10,13,0.741935483870968,13,3,3,1,0,0,0,0,0.741935483870968,0,13,3,3,1,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1996,11,66,11.8666666666667,39,17,17,17,7,2,0,0,11.8666666666667,0,39,17,17,17,7,2,0,0
Alliz_Maso_Strimo_Osservatore,1996,12,24,31.9677419354839,39,31,31,31,31,21,0,0,31.9677419354839,0,39,31,31,31,31,21,0,0
Alliz_Maso_Strimo_Osservatore,1997,1,27,46.2258064516129,60,31,31,31,31,31,8,0,46.2258064516129,0,60,31,31,31,31,31,8,0
Alliz_Maso_Strimo_Osservatore,1997,2,21,41.3571428571429,49,28,28,28,28,28,0,0,41.3571428571429,0,49,28,28,28,28,28,0,0
Alliz_Maso_Strimo_Osservatore,1997,3,11,11.6129032258065,44,16,16,12,9,6,0,0,11.6129032258065,0,44,16,16,12,9,6,0,0
Alliz_Maso_Strimo_Osservatore,1997,4,2,0.0666666666666667,1,2,0,0,0,0,0,0,0.0666666666666667,0,1,2,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1997,5,11,0.387096774193548,7,2,2,0,0,0,0,0,0.387096774193548,0,7,2,2,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1997,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1997,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1997,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1997,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1997,10,1,0.032258064516129,1,1,0,0,0,0,0,0,0.032258064516129,0,1,1,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1997,11,17,1.43333333333333,8,10,9,0,0,0,0,0,1.43333333333333,0,8,10,9,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1997,12,71,25.4838709677419,39,31,31,29,21,14,0,0,25.4838709677419,0,39,31,31,29,21,14,0,0
Alliz_Maso_Strimo_Osservatore,1998,1,17,33.3225806451613,38,31,31,31,31,31,0,0,33.3225806451613,0,38,31,31,31,31,31,0,0
Alliz_Maso_Strimo_Osservatore,1998,2,15,18.0714285714286,32,24,24,20,13,9,0,0,18.0714285714286,0,32,24,24,20,13,9,0,0
Alliz_Maso_Strimo_Osservatore,1998,3,29,2.06451612903226,19,9,8,3,0,0,0,0,2.06451612903226,0,19,9,8,3,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1998,4,82,5.6,23,16,16,8,2,0,0,0,5.6,0,23,16,16,8,2,0,0,0
Alliz_Maso_Strimo_Osservatore,1998,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1998,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1998,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1998,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1998,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1998,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1998,11,19,2.9,15,8,7,7,0,0,0,0,2.9,0,15,8,7,7,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1998,12,1,4.03225806451613,11,14,14,6,0,0,0,0,4.03225806451613,0,11,14,14,6,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1999,1,38,8.16129032258065,29,22,21,11,3,0,0,0,8.16129032258065,0,29,22,21,11,3,0,0,0
Alliz_Maso_Strimo_Osservatore,1999,2,49,32.7857142857143,47,28,28,28,26,18,0,0,32.7857142857143,0,47,28,28,28,26,18,0,0
Alliz_Maso_Strimo_Osservatore,1999,3,43,43.1290322580645,73,31,31,31,31,30,8,0,43.1290322580645,0,73,31,31,31,31,30,8,0
Alliz_Maso_Strimo_Osservatore,1999,4,18,3.56666666666667,24,12,9,5,2,0,0,0,3.56666666666667,0,24,12,9,5,2,0,0,0
Alliz_Maso_Strimo_Osservatore,1999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1999,10,1,0.032258064516129,1,1,0,0,0,0,0,0,0.032258064516129,0,1,1,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,1999,11,42,10.4666666666667,23,24,24,17,2,0,0,0,10.4666666666667,0,23,24,24,17,2,0,0,0
Alliz_Maso_Strimo_Osservatore,1999,12,44,19.9032258064516,44,31,31,31,12,5,0,0,19.9032258064516,0,44,31,31,31,12,5,0,0
Alliz_Maso_Strimo_Osservatore,2000,1,7,27.1935483870968,32,31,31,31,31,4,0,0,27.1935483870968,0,32,31,31,31,31,4,0,0
Alliz_Maso_Strimo_Osservatore,2000,2,25,30.2413793103448,44,29,29,29,29,13,0,0,30.2413793103448,0,44,29,29,29,29,13,0,0
Alliz_Maso_Strimo_Osservatore,2000,3,58,13.0967741935484,42,16,16,15,13,6,0,0,13.0967741935484,0,42,16,16,15,13,6,0,0
Alliz_Maso_Strimo_Osservatore,2000,4,2,2.43333333333333,23,8,6,3,1,0,0,0,2.43333333333333,0,23,8,6,3,1,0,0,0
Alliz_Maso_Strimo_Osservatore,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2000,10,22,1,16,2,2,2,0,0,0,0,1,0,16,2,2,2,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2000,11,70,12.5333333333333,35,22,22,13,11,3,0,0,12.5333333333333,0,35,22,22,13,11,3,0,0
Alliz_Maso_Strimo_Osservatore,2000,12,13,12.0322580645161,20,31,31,25,2,0,0,0,12.0322580645161,0,20,31,31,25,2,0,0,0
Alliz_Maso_Strimo_Osservatore,2001,1,50,26.0967741935484,48,31,31,31,26,7,0,0,26.0967741935484,0,48,31,31,31,26,7,0,0
Alliz_Maso_Strimo_Osservatore,2001,2,49,42.3214285714286,52,28,28,28,28,28,2,0,42.3214285714286,0,52,28,28,28,28,28,2,0
Alliz_Maso_Strimo_Osservatore,2001,3,62,32.0322580645161,52,28,28,26,24,21,3,0,32.0322580645161,0,52,28,28,26,24,21,3,0
Alliz_Maso_Strimo_Osservatore,2001,4,42,3.86666666666667,18,13,13,5,0,0,0,0,3.86666666666667,0,18,13,13,5,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2001,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2001,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2001,11,13,0.833333333333333,7,7,7,0,0,0,0,0,0.833333333333333,0,7,7,7,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2001,12,10,0.451612903225806,6,4,4,0,0,0,0,0,0.451612903225806,0,6,4,4,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,1,4,0.193548387096774,4,3,1,0,0,0,0,0,0.193548387096774,0,4,3,1,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,2,60,12.5357142857143,27,22,22,18,7,0,0,0,12.5357142857143,0,27,22,22,18,7,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,3,50,9.90322580645161,34,19,18,14,7,1,0,0,9.90322580645161,0,34,19,18,14,7,1,0,0
Alliz_Maso_Strimo_Osservatore,2002,4,32,1.53333333333333,15,6,5,3,0,0,0,0,1.53333333333333,0,15,6,5,3,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,9,17,0.933333333333333,12,3,3,2,0,0,0,0,0.933333333333333,0,12,3,3,2,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,10,5,0.161290322580645,5,1,1,0,0,0,0,0,0.161290322580645,0,5,1,1,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,11,33,3.3,20,9,9,7,1,0,0,0,3.3,0,20,9,9,7,1,0,0,0
Alliz_Maso_Strimo_Osservatore,2002,12,29,18.8064516129032,25,31,31,29,16,0,0,0,18.8064516129032,0,25,31,31,29,16,0,0,0
Alliz_Maso_Strimo_Osservatore,2003,1,32,29.5483870967742,41,31,31,31,29,15,0,0,29.5483870967742,0,41,31,31,31,29,15,0,0
Alliz_Maso_Strimo_Osservatore,2003,2,3,20.0357142857143,24,28,28,28,19,0,0,0,20.0357142857143,0,24,28,28,28,19,0,0,0
Alliz_Maso_Strimo_Osservatore,2003,3,6,2.16129032258065,16,8,8,5,0,0,0,0,2.16129032258065,0,16,8,8,5,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2003,4,13,0.433333333333333,5,4,4,0,0,0,0,0,0.433333333333333,0,5,4,4,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2003,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2003,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2003,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2003,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2003,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2003,10,18,2.45161290322581,13,9,9,3,0,0,0,0,2.45161290322581,0,13,9,9,3,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2003,11,50,6.3,32,16,15,7,3,2,0,0,6.3,0,32,16,15,7,3,2,0,0
Alliz_Maso_Strimo_Osservatore,2003,12,25,16.5483870967742,32,31,31,31,6,1,0,0,16.5483870967742,0,32,31,31,31,6,1,0,0
Alliz_Maso_Strimo_Osservatore,2004,1,45,36.8064516129032,48,31,31,31,31,26,0,0,36.8064516129032,0,48,31,31,31,31,26,0,0
Alliz_Maso_Strimo_Osservatore,2004,2,30,34.8620689655172,47,29,29,29,29,17,0,0,34.8620689655172,0,47,29,29,29,29,17,0,0
Alliz_Maso_Strimo_Osservatore,2004,3,25,39.6451612903226,56,31,31,31,31,24,7,0,39.6451612903226,0,56,31,31,31,31,24,7,0
Alliz_Maso_Strimo_Osservatore,2004,4,24,2.13333333333333,21,6,6,3,1,0,0,0,2.13333333333333,0,21,6,6,3,1,0,0,0
Alliz_Maso_Strimo_Osservatore,2004,5,20,0.645161290322581,14,2,2,1,0,0,0,0,0.645161290322581,0,14,2,2,1,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2004,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2004,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2004,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2004,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2004,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2004,11,26,2.96666666666667,16,14,12,2,0,0,0,0,2.96666666666667,0,16,14,12,2,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2004,12,43,16.0645161290323,32,31,31,31,6,1,0,0,16.0645161290323,0,32,31,31,31,6,1,0,0
Alliz_Maso_Strimo_Osservatore,2005,1,21,23.0967741935484,37,31,31,31,17,10,0,0,23.0967741935484,0,37,31,31,31,17,10,0,0
Alliz_Maso_Strimo_Osservatore,2005,2,25,27.3214285714286,41,28,28,28,28,6,0,0,27.3214285714286,0,41,28,28,28,28,6,0,0
Alliz_Maso_Strimo_Osservatore,2005,3,1,13.9032258064516,29,18,18,17,16,0,0,0,13.9032258064516,0,29,18,18,17,16,0,0,0
Alliz_Maso_Strimo_Osservatore,2005,4,31,1.96666666666667,15,7,7,4,0,0,0,0,1.96666666666667,0,15,7,7,4,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2005,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2005,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2005,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2005,10,2,0.0645161290322581,2,1,1,0,0,0,0,0,0.0645161290322581,0,2,1,1,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2005,11,7,0.8,7,5,5,0,0,0,0,0,0.8,0,7,5,5,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2005,12,39,14.7096774193548,29,31,31,26,7,0,0,0,14.7096774193548,0,29,31,31,26,7,0,0,0
Alliz_Maso_Strimo_Osservatore,2006,1,13,24.0967741935484,31,31,31,31,31,2,0,0,24.0967741935484,0,31,31,31,31,31,2,0,0
Alliz_Maso_Strimo_Osservatore,2006,2,31,29.8928571428571,48,28,28,28,28,10,0,0,29.8928571428571,0,48,28,28,28,28,10,0,0
Alliz_Maso_Strimo_Osservatore,2006,3,29,40.3548387096774,61,31,31,31,31,26,5,0,40.3548387096774,0,61,31,31,31,31,26,5,0
Alliz_Maso_Strimo_Osservatore,2006,4,38,4.26666666666667,26,11,11,6,2,0,0,0,4.26666666666667,0,26,11,11,6,2,0,0,0
Alliz_Maso_Strimo_Osservatore,2006,5,6,0.193548387096774,6,1,1,0,0,0,0,0,0.193548387096774,0,6,1,1,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2006,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2006,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2006,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2006,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2006,11,12,0.9,10,5,5,1,0,0,0,0,0.9,0,10,5,5,1,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2006,12,16,7.09677419354839,15,23,23,13,0,0,0,0,7.09677419354839,0,15,23,23,13,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,1,26,5.96774193548387,21,21,20,8,2,0,0,0,5.96774193548387,0,21,21,20,8,2,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,2,22,8.60714285714286,17,28,28,10,0,0,0,0,8.60714285714286,0,17,28,28,10,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,3,18,3.70967741935484,10,17,17,1,0,0,0,0,3.70967741935484,0,10,17,17,1,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,4,4,0.133333333333333,4,1,1,0,0,0,0,0,0.133333333333333,0,4,1,1,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,5,5,0.161290322580645,5,1,1,0,0,0,0,0,0.161290322580645,0,5,1,1,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,9,5,0.166666666666667,5,1,1,0,0,0,0,0,0.166666666666667,0,5,1,1,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alliz_Maso_Strimo_Osservatore,2007,11,47,17.5,33,22,21,20,20,5,0,0,17.5,0,33,22,21,20,20,5,0,0
Alliz_Maso_Strimo_Osservatore,2007,12,15,27.258064516129,34,31,31,31,31,3,0,0,27.258064516129,0,34,31,31,31,31,3,0,0
Alliz_Maso_Strimo_Osservatore,2008,1,51,42.0645161290323,64,31,31,31,31,26,8,0,42.0645161290323,0,64,31,31,31,31,26,8,0
